Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Asset Prices, Booms and Recessions","","","","","10.1007/978-3-642-20680-1","Willi Semmler","2011","http://link.springer.com/book/10.1007/978-3-642-20680-1","Book"
"Introduction to Stochastic Integration","Universitext","","","","10.1007/0-387-31057-6","Hui-Hsiung Kuo","2006","http://link.springer.com/book/10.1007/0-387-31057-6","Book"
"Probability Essentials","Universitext","","","","10.1007/978-3-642-55682-1","Jean JacodPhilip Protter","2004","http://link.springer.com/book/10.1007/978-3-642-55682-1","Book"
"Stochastic Analysis and Applications 2014","Springer Proceedings in Mathematics & Statistics","","","","10.1007/978-3-319-11292-3","Dan CrisanBen HamblyThaleia Zariphopoulou","2014","http://link.springer.com/book/10.1007/978-3-319-11292-3","Book"
"Multifractal Financial Markets","SpringerBriefs in Finance","","","","10.1007/978-1-4614-4490-9","yasmine hayek kobeissi","2013","http://link.springer.com/book/10.1007/978-1-4614-4490-9","Book"
"Derivative Securities and Difference Methods","Springer Finance","","","","10.1007/978-1-4614-7306-0","You-lan ZhuXiaonan WuI-Liang ChernZhi-zhong Sun","2013","http://link.springer.com/book/10.1007/978-1-4614-7306-0","Book"
"Point Process Theory and Applications","Probability and its Applications","","","","10.1007/0-8176-4463-6","Martin Jacobsen","2006","http://link.springer.com/book/10.1007/0-8176-4463-6","Book"
"Financial Markets and Martingales","","","","","10.1007/978-0-85729-382-4","Nicolas Bouleau PhD","1998","http://link.springer.com/book/10.1007/978-0-85729-382-4","Book"
"Investment Strategies Optimization based on a SAX-GA Methodology","SpringerBriefs in Applied Sciences and Technology","","","","10.1007/978-3-642-33110-7","António M.L. CanelasRui F.M.F. NevesNuno C.G. Horta","2013","http://link.springer.com/book/10.1007/978-3-642-33110-7","Book"
"An Introduction to Continuous-Time Stochastic Processes","Modeling and Simulation in Science, Engineering and Technology","","","","10.1007/b138900","Vincenzo CapassoDavid Bakstein","2005","http://link.springer.com/book/10.1007/b138900","Book"
"Pricing in (In)Complete Markets","Lecture Notes in Economics and Mathematical Systems","","","","10.1007/978-3-642-17065-2","Angelika Esser","2004","http://link.springer.com/book/10.1007/978-3-642-17065-2","Book"
"Risk-Neutral Valuation","Springer Finance","","","","10.1007/978-1-4471-3856-3","Nicholas H. Bingham ScDRüdiger Kiesel PhD","2004","http://link.springer.com/book/10.1007/978-1-4471-3856-3","Book"
"Advances in Mathematical Economics","Advances in Mathematical Economics","","","","10.1007/b138790","Shigeo KusuokaAkira Yamazaki","2005","http://link.springer.com/book/10.1007/b138790","Book"
"Applied Quantitative Finance","","","","","10.1007/978-3-540-69179-2","Professor Dr. Wolfgang K. HärdleProfessor Dr. Nikolaus HautschProfessor Dr. Ludger Overbeck","2008","http://link.springer.com/book/10.1007/978-3-540-69179-2","Book"
"Optimality and Risk - Modern Trends in Mathematical Finance","","","","","10.1007/978-3-642-02608-9","","2010","http://link.springer.com/book/10.1007/978-3-642-02608-9","Book"
"Applied Econometrics with R","Use R","","","","10.1007/978-0-387-77318-6","Christian KleiberAchim Zeileis","2008","http://link.springer.com/book/10.1007/978-0-387-77318-6","Book"
"Optimal Portfolios with Stochastic Interest Rates and Defaultable Assets","Lecture Notes in Economics and Mathematical Systems","","","","10.1007/978-3-642-17041-6","Dr. Holger Kraft","2004","http://link.springer.com/book/10.1007/978-3-642-17041-6","Book"
"Fractals and Scaling in Finance","","","","","10.1007/978-1-4757-2763-0","Benoit B. Mandelbrot","1997","http://link.springer.com/book/10.1007/978-1-4757-2763-0","Book"
"Applied Asset and Risk Management","Management for Professionals","","","","10.1007/978-3-642-55444-5","Marcus SchulmerichYves-Michel LeporcherChing-Hwa Eu","2015","http://link.springer.com/book/10.1007/978-3-642-55444-5","Book"
"Numerical Solution of Stochastic Differential Equations with Jumps in Finance","Stochastic Modelling and Applied Probability","","","","10.1007/978-3-642-13694-8","Eckhard PlatenNicola Bruti-Liberati","2010","http://link.springer.com/book/10.1007/978-3-642-13694-8","Book"
"Efficient Methods for Valuing Interest Rate Derivatives","Springer Finance","","","","10.1007/978-1-4471-3888-4","Antoon Pelsser PhD","2000","http://link.springer.com/book/10.1007/978-1-4471-3888-4","Book"
"Optimal Risk-Return Trade-Offs of Commercial Banks","Lecture Notes in Economics and Mathematical Systems","","","","10.1007/3-540-34821-2","Jochen Kühn","2006","http://link.springer.com/book/10.1007/3-540-34821-2","Book"
"The New Capital Markets in Central and Eastern Europe","","","","","10.1007/978-3-642-56520-5","Dr. Michael Schröder","2001","http://link.springer.com/book/10.1007/978-3-642-56520-5","Book"
"Corporate Finance, Innovation, and Strategic Competition","Lecture Notes in Economics and Mathematical Systems","","","","10.1007/978-3-642-55690-6","Dr. Cornelia Neff","2003","http://link.springer.com/book/10.1007/978-3-642-55690-6","Book"
"Measuring Risk in Complex Stochastic Systems","Lecture Notes in Statistics","","","","10.1007/978-1-4612-1214-0","Jürgen FrankeGerhard StahlWolfgang Härdle","2000","http://link.springer.com/book/10.1007/978-1-4612-1214-0","Book"
"Selected Aspects of Fractional Brownian Motion","B&SS — Bocconi & Springer Series","","","","10.1007/978-88-470-2823-4","Ivan Nourdin","2012","http://link.springer.com/book/10.1007/978-88-470-2823-4","Book"
"Statistics of Financial Markets","Universitext","","","","10.1007/978-3-642-16521-4","Jürgen FrankeWolfgang Karl HärdleChristian Matthias Hafner","2011","http://link.springer.com/book/10.1007/978-3-642-16521-4","Book"
"Nonlinear Economic Dynamics and Financial Modelling","","","","","10.1007/978-3-319-07470-2","Roberto DieciXue-Zhong HeCars Hommes","2014","http://link.springer.com/book/10.1007/978-3-319-07470-2","Book"
"Statistics of Financial Markets","Universitext","","","","10.1007/978-3-540-76272-0","Professor Dr. Jürgen FrankeProfessor Dr. Wolfgang K. HärdleProfessor Dr. Christian M. Hafner","2008","http://link.springer.com/book/10.1007/978-3-540-76272-0","Book"
"Mathematical and Statistical Methods for Actuarial Sciences and Finance","","","","","10.1007/978-3-319-02499-8","Marco CorazzaClaudio Pizzi","2014","http://link.springer.com/book/10.1007/978-3-319-02499-8","Book"
"Market-Conform Valuation of Options","Lecture Notes in Economics and Mathematical Systems","","","","10.1007/3-540-30838-5","Tobias Herwig","2006","http://link.springer.com/book/10.1007/3-540-30838-5","Book"
"Topics in Numerical Methods for Finance","Springer Proceedings in Mathematics & Statistics","","","","10.1007/978-1-4614-3433-7","Mark CumminsFinbarr MurphyJohn J.H. Miller","2012","http://link.springer.com/book/10.1007/978-1-4614-3433-7","Book"
"Martingale Methods in Financial Modelling","Stochastic Modelling and Applied Probability","","","","10.1007/b137866","Marek MusielaMarek Rutkowski","2005","http://link.springer.com/book/10.1007/b137866","Book"
"Financial Modelling","Contributions to Management Science","","","","10.1007/978-3-642-57652-2","Ass. Prof. Dr. María BonillaAss. Prof. Dr. Trinidad CasasúsAss.Prof.Dr. Ramón Sala","2000","http://link.springer.com/book/10.1007/978-3-642-57652-2","Book"
"Binomial Models in Finance","Springer Finance","","","","10.1007/0-387-31607-8","John van der HoekRobert J. Elliott","2006","http://link.springer.com/book/10.1007/0-387-31607-8","Book"
"Valuation of Network Effects in Software Markets","Contributions to Management Science","","","","10.1007/978-3-7908-2367-7","Andreas Kemper","2010","http://link.springer.com/book/10.1007/978-3-7908-2367-7","Book"
"Hidden Markov Models","Stochastic Modelling and Applied Probability","","","","10.1007/978-0-387-84854-9","Robert J. ElliottJohn B. MooreLakhdar Aggoun","1995","http://link.springer.com/book/10.1007/978-0-387-84854-9","Book"
"Tools for Computational Finance","","","","","10.1007/3-540-27926-1","Rüdiger U. Seydel","2006","http://link.springer.com/book/10.1007/3-540-27926-1","Book"
"Financial Intermediation and Deregulation","Contributions to Economics","","","","10.1007/978-3-642-52425-7","Dr. Tobias Miarka","2000","http://link.springer.com/book/10.1007/978-3-642-52425-7","Book"
"Incomplete Information and Heterogeneous Beliefs in Continuous-time Finance","Springer Finance","","","","10.1007/978-3-540-24755-5","Professor Alexandre Ziegler","2003","http://link.springer.com/book/10.1007/978-3-540-24755-5","Book"
"How to Solve It: Modern Heuristics","","","","","10.1007/978-3-662-07807-5","Dr. Zbigniew MichalewiczDr. David B. Fogel","2004","http://link.springer.com/book/10.1007/978-3-662-07807-5","Book"
"Statistical Tools for Finance and Insurance","","","","","10.1007/b139025","Pavel ČížekRafał WeronWolfgang Härdle","2005","http://link.springer.com/book/10.1007/b139025","Book"
"Mathematical Control Theory and Finance","","","","","10.1007/978-3-540-69532-5","Prof. Andrey SarychevProf. Albert ShiryaevDr. Manuel GuerraDr. Maria do Rosário Grossinho","2008","http://link.springer.com/book/10.1007/978-3-540-69532-5","Book"
"Market-Consistent Actuarial Valuation","EAA Lecture Notes","","","","10.1007/978-3-540-73643-1","Mario Valentin WüthrichHans BühlmannHansjörg Furrer","2008","http://link.springer.com/book/10.1007/978-3-540-73643-1","Book"
"The Economics of Foreign Exchange and Global Finance","","","","","10.1007/3-540-28524-5","Professor Peijie Wang","2005","http://link.springer.com/book/10.1007/3-540-28524-5","Book"
"Financial Markets Theory","Springer Finance","","","","10.1007/978-1-4471-0089-8","Emilio Barucci","2003","http://link.springer.com/book/10.1007/978-1-4471-0089-8","Book"
"Applied Multivariate Statistical Analysis","","","","","10.1007/978-3-540-72244-1","Wolfgang HärdleLéopold Simar","2007","http://link.springer.com/book/10.1007/978-3-540-72244-1","Book"
"Credit Risk","Contributions to Economics","","","","10.1007/978-3-642-59365-9","Prof. Dr. Georg BolProf. Dr. Gholamreza NakhaeizadehProf. Dr. Svetlozar T. RachevDr. Thomas RidderProf. Dr. Karl-Heinz Vollmer","2003","http://link.springer.com/book/10.1007/978-3-642-59365-9","Book"
"Statistical Physics and Economics: Concepts, Tools and Applications","Springer Tracts in Modern Physics","","","","10.1007/0-387-21713-4","Michael Schulz","2003","http://link.springer.com/book/10.1007/0-387-21713-4","Book"
"German Covered Bonds","SpringerBriefs in Finance","","","","10.1007/978-3-319-02553-7","Ralf WernerManuela Spangler","2014","http://link.springer.com/book/10.1007/978-3-319-02553-7","Book"
"Mathematical and Statistical Methods for Actuarial Sciences and Finance","","","","","10.1007/978-3-319-05014-0","Cira PernaMarilena Sibillo","2014","http://link.springer.com/book/10.1007/978-3-319-05014-0","Book"
"Advances in Mathematical Economics","Advances in Mathematical Economics","","","","10.1007/978-4-431-68450-3","Shigeo KusuokaToru Maruyama","2004","http://link.springer.com/book/10.1007/978-4-431-68450-3","Book"
"Quantitative Assessment of Securitisation Deals","SpringerBriefs in Finance","","","","10.1007/978-3-642-29721-2","Francesca CampolongoHenrik JönssonWim Schoutens","2013","http://link.springer.com/book/10.1007/978-3-642-29721-2","Book"
"Introduction to the Mathematics of Finance","Undergraduate Texts in Mathematics","","","","10.1007/978-1-4419-9005-1","Steven Roman","2004","http://link.springer.com/book/10.1007/978-1-4419-9005-1","Book"
"Applications of Fourier Transform to Smile Modeling","Springer Finance","","","","10.1007/978-3-642-01808-4","Jianwei Zhu","2010","http://link.springer.com/book/10.1007/978-3-642-01808-4","Book"
"Measure, Integral and Probability","Springer Undergraduate Mathematics Series","","","","10.1007/978-1-4471-0645-6","Marek Capiński PhDPeter Ekkehard Kopp DPhil","2004","http://link.springer.com/book/10.1007/978-1-4471-0645-6","Book"
"Risk Management","","","","","10.1007/978-3-662-04008-9","Prof. Dr. Michael FrenkelPh.D. Ulrich HommelProf. Dr. Markus Rudolf","2000","http://link.springer.com/book/10.1007/978-3-662-04008-9","Book"
"Séminaire de Probabilités XXXV","Lecture Notes in Mathematics","","","","10.1007/b76885","J. AzémaM. ÉmeryM. LedouxM. Yor","2001","http://link.springer.com/book/10.1007/b76885","Book"
"Concentration Risk in Credit Portfolios","EAA Lecture Notes","","","","10.1007/978-3-540-70870-4","Eva Lütkebohmert","2009","http://link.springer.com/book/10.1007/978-3-540-70870-4","Book"
"Statistical Analysis of Financial Data in R","Springer Texts in Statistics","","","","10.1007/978-1-4614-8788-3","René Carmona","2014","http://link.springer.com/book/10.1007/978-1-4614-8788-3","Book"
"Tools for Computational Finance","Universitext","","","","10.1007/978-3-662-04711-8","Rüdiger Seydel","2002","http://link.springer.com/book/10.1007/978-3-662-04711-8","Book"
"The Economics of Foreign Exchange and Global Finance","","","","","10.1007/978-3-642-00100-0","Peijie Wang","2009","http://link.springer.com/book/10.1007/978-3-642-00100-0","Book"
"Java Methods for Financial Engineering","","","","","10.1007/978-1-84628-741-1","Philip Barker BSc (HONS), MBCS, MCMI","2007","http://link.springer.com/book/10.1007/978-1-84628-741-1","Book"
"Advances in Dynamic Games","Annals of the International Society of Dynamic Games","","","","10.1007/0-8176-4501-2","Alain HaurieShigeo MutoLeon A. PetrosjanT. E. S. Raghavan","2006","http://link.springer.com/book/10.1007/0-8176-4501-2","Book"
"Computational Methods for Quantitative Finance","Springer Finance","","","","10.1007/978-3-642-35401-4","Norbert HilberOleg ReichmannChristoph SchwabChristoph Winter","2013","http://link.springer.com/book/10.1007/978-3-642-35401-4","Book"
"Implicit Embedded Options in Life Insurance Contracts","Contributions to Management Science","","","","10.1007/978-3-7908-2843-6","Nils Rüfenacht","2012","http://link.springer.com/book/10.1007/978-3-7908-2843-6","Book"
"Option Prices as Probabilities","Springer Finance","","","","10.1007/978-3-642-10395-7","Cristophe ProfetaBernard RoynetteMarc Yor","2010","http://link.springer.com/book/10.1007/978-3-642-10395-7","Book"
"New Trends in Banking Management","Contributions to Management Science","","","","10.1007/978-3-642-57478-8","Professor Constantin Zopounidis","2002","http://link.springer.com/book/10.1007/978-3-642-57478-8","Book"
"Risk and Portfolio Analysis","Springer Series in Operations Research and Financial Engineering","","","","10.1007/978-1-4614-4103-8","Henrik HultFilip LindskogOla HammarlidCarl Johan Rehn","2012","http://link.springer.com/book/10.1007/978-1-4614-4103-8","Book"
"Introduction to Stochastic Calculus for Finance","Lecture Notes in Economics and Mathematical Systems","","","","10.1007/3-540-34837-9","Prof. Dr. Dieter Sondermann","2006","http://link.springer.com/book/10.1007/3-540-34837-9","Book"
"Stochastic Simulation: Algorithms and Analysis","Stochastic Modelling and Applied Probability","","","","10.1007/978-0-387-69033-9","Søren AsmussenPeter W. Glynn","2007","http://link.springer.com/book/10.1007/978-0-387-69033-9","Book"
"High Frequency Financial Econometrics","Studies in Empirical Economics","","","","10.1007/978-3-7908-1992-2","Luc BauwensWinfried PohlmeierDavid Veredas","2008","http://link.springer.com/book/10.1007/978-3-7908-1992-2","Book"
"Advances in Experimental Markets","Studies in Economic Theory","","","","10.1007/978-3-642-56448-2","Prof. Timothy CasonAssociate Prof. Charles Noussair","2001","http://link.springer.com/book/10.1007/978-3-642-56448-2","Book"
"General Pontryagin-Type Stochastic Maximum Principle and Backward Stochastic Evolution Equations in Infinite Dimensions","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-06632-5","Qi LüXu Zhang","2014","http://link.springer.com/book/10.1007/978-3-319-06632-5","Book"
"Reduced Order Systems","Lecture Notes in Control and Information Science","","","","10.1007/11597018","Ali A. JalaliCraig S. Sims†Parviz Famouri","2006","http://link.springer.com/book/10.1007/11597018","Book"
"CreditRisk+ in the Banking Industry","Springer Finance","","","","10.1007/978-3-662-06427-6","Matthias GundlachFrank Lehrbass","2004","http://link.springer.com/book/10.1007/978-3-662-06427-6","Book"
"Introductory Lectures on Fluctuations of Lévy Processes with Applications","","","","","10.1007/978-3-540-31343-4","Andreas E. Kyprianou","2006","http://link.springer.com/book/10.1007/978-3-540-31343-4","Book"
