Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Geodesic Convexity in Graphs","SpringerBriefs in Mathematics","","","","10.1007/978-1-4614-8699-2","Ignacio M. Pelayo","2013","http://link.springer.com/book/10.1007/978-1-4614-8699-2","Book"
"A Simple Introduction to the Mixed Finite Element Method","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-03695-3","Gabriel N. Gatica","2014","http://link.springer.com/book/10.1007/978-3-319-03695-3","Book"
"Input Modeling with Phase-Type Distributions and Markov Models","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-06674-5","Peter BuchholzJan KriegeIryna Felko","2014","http://link.springer.com/book/10.1007/978-3-319-06674-5","Book"
"Mathematical Model of Spontaneous Potential Well-Logging and Its Numerical Solutions","SpringerBriefs in Mathematics","","","","10.1007/978-3-642-41425-1","Tatsien LiYongji TanZhijie CaiWei ChenJingnong Wang","2014","http://link.springer.com/book/10.1007/978-3-642-41425-1","Book"
"An Introduction to Random Interlacements","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-05852-8","Alexander DrewitzBalázs RáthArtëm Sapozhnikov","2014","http://link.springer.com/book/10.1007/978-3-319-05852-8","Book"
"Stochastic Parameterizing Manifolds and Non-Markovian Reduced Equations","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-12520-6","Mickaël D. ChekrounHonghu LiuShouhong Wang","2015","http://link.springer.com/book/10.1007/978-3-319-12520-6","Book"
"Covering Walks in Graphs","SpringerBriefs in Mathematics","","","","10.1007/978-1-4939-0305-4","Futaba FujiePing Zhang","2014","http://link.springer.com/book/10.1007/978-1-4939-0305-4","Book"
"Control of Nonholonomic Systems: from Sub-Riemannian Geometry to Motion Planning","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-08690-3","Frédéric Jean","2014","http://link.springer.com/book/10.1007/978-3-319-08690-3","Book"
"The Compressed Word Problem for Groups","SpringerBriefs in Mathematics","","","","10.1007/978-1-4939-0748-9","Markus Lohrey","2014","http://link.springer.com/book/10.1007/978-1-4939-0748-9","Book"
"The Classification of the Virtually Cyclic Subgroups of the Sphere Braid Groups","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-00257-6","Daciberg Lima GoncalvesJohn Guaschi","2013","http://link.springer.com/book/10.1007/978-3-319-00257-6","Book"
"Approximation of Stochastic Invariant Manifolds","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-12496-4","Mickaël D. ChekrounHonghu LiuShouhong Wang","2015","http://link.springer.com/book/10.1007/978-3-319-12496-4","Book"
"Harnack Inequalities for Stochastic Partial Differential Equations","SpringerBriefs in Mathematics","","","","10.1007/978-1-4614-7934-5","Feng-Yu Wang","2013","http://link.springer.com/book/10.1007/978-1-4614-7934-5","Book"
"Basics of Functional Analysis with Bicomplex Scalars, and Bicomplex Schur Analysis","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-05110-9","Daniel AlpayMaria Elena Luna-ElizarrarásMichael ShapiroDaniele C. Struppa","2014","http://link.springer.com/book/10.1007/978-3-319-05110-9","Book"
"Green’s Functions in the Theory of Ordinary Differential Equations","SpringerBriefs in Mathematics","","","","10.1007/978-1-4614-9506-2","Alberto Cabada","2014","http://link.springer.com/book/10.1007/978-1-4614-9506-2","Book"
"General Pontryagin-Type Stochastic Maximum Principle and Backward Stochastic Evolution Equations in Infinite Dimensions","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-06632-5","Qi LüXu Zhang","2014","http://link.springer.com/book/10.1007/978-3-319-06632-5","Book"
"Time-Varying Vector Fields and Their Flows","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-10139-2","Saber JafarpourAndrew D. Lewis","2014","http://link.springer.com/book/10.1007/978-3-319-10139-2","Book"
"Inequalities for the Numerical Radius of Linear Operators in Hilbert Spaces","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-01448-7","Silvestru Sever Dragomir","2013","http://link.springer.com/book/10.1007/978-3-319-01448-7","Book"
"Ricci Flow for Shape Analysis and Surface Registration","SpringerBriefs in Mathematics","","","","10.1007/978-1-4614-8781-4","Wei ZengXianfeng David Gu","2013","http://link.springer.com/book/10.1007/978-1-4614-8781-4","Book"
"Sub-Riemannian Geometry and Optimal Transport","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-04804-8","Ludovic Rifford","2014","http://link.springer.com/book/10.1007/978-3-319-04804-8","Book"
"Mean Field Games and Mean Field Type Control Theory","SpringerBriefs in Mathematics","","","","10.1007/978-1-4614-8508-7","Alain BensoussanJens FrehsePhillip Yam","2013","http://link.springer.com/book/10.1007/978-1-4614-8508-7","Book"
"Fixed Point of the Parabolic Renormalization Operator","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-11707-2","Oscar E. Lanford IIIMichael Yampolsky","2014","http://link.springer.com/book/10.1007/978-3-319-11707-2","Book"
"Spectral Methods for Non-Standard Eigenvalue Problems","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-06230-3","Călin-Ioan Gheorghiu","2014","http://link.springer.com/book/10.1007/978-3-319-06230-3","Book"
"Discrete–Time Stochastic Control and Dynamic Potential Games","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-01059-5","David González-SánchezOnésimo Hernández-Lerma","2013","http://link.springer.com/book/10.1007/978-3-319-01059-5","Book"
"Symmetric Discontinuous Galerkin Methods for 1-D Waves","SpringerBriefs in Mathematics","","","","10.1007/978-1-4614-5811-1","Aurora MaricaEnrique Zuazua","2014","http://link.springer.com/book/10.1007/978-1-4614-5811-1","Book"
"An Invitation to Hypoelliptic Operators and Hörmander's Vector Fields","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-02087-7","Marco Bramanti","2014","http://link.springer.com/book/10.1007/978-3-319-02087-7","Book"
"Lyapunov-type Inequalities","SpringerBriefs in Mathematics","","","","10.1007/978-1-4614-8523-0","Juan Pablo Pinasco","2013","http://link.springer.com/book/10.1007/978-1-4614-8523-0","Book"
"An Introduction To Viscosity Solutions for Fully Nonlinear PDE with Applications to Calculus of Variations in L∞","SpringerBriefs in Mathematics","","","","10.1007/978-3-319-12829-0","Nikos Katzourakis","2015","http://link.springer.com/book/10.1007/978-3-319-12829-0","Book"
